name,status,observed,expected,detail
PAIR_2019_North: lag1 feature count,PASS,73,73,
PAIR_2019_North: rolling feature count,PASS,438,438,
PAIR_2019_North: total temporal derivatives,PASS,511,511,
PAIR_2019_North: infinite feature values,PASS,0,0,
PAIR_2019_North: raw feature NaN cells,WARN,78470,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2019_North: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2019_North: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2019_Toronto: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2019_Toronto: year identity,PASS,[2019],[2019],
PAIR_2019_Toronto: region identity,PASS,['Toronto'],['Toronto'],
PAIR_2019_Toronto: parseable dates,PASS,0,0,
PAIR_2019_Toronto: date.year == year,PASS,0,0,
PAIR_2019_Toronto: pair-key identity,PASS,['2019|Toronto'],"['2019_Toronto', '2019|Toronto', 'PAIR_2019_Toronto']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2019_Toronto: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2019_Toronto: target NaN,PASS,0,0,
PAIR_2019_Toronto: target finite,PASS,0,0,
PAIR_2019_Toronto: stored feature width,PASS,651,651,
PAIR_2019_Toronto: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2019_Toronto: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2019_Toronto: no target-derived feature names,PASS,[],[],
PAIR_2019_Toronto: lag1 feature count,PASS,73,73,
PAIR_2019_Toronto: rolling feature count,PASS,438,438,
PAIR_2019_Toronto: total temporal derivatives,PASS,511,511,
PAIR_2019_Toronto: infinite feature values,PASS,0,0,
PAIR_2019_Toronto: raw feature NaN cells,WARN,15352,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2019_Toronto: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2019_Toronto: constant/all-NaN features,WARN,"['ca_lc_lc_majority_class', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2019_West_NH: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2019_West_NH: year identity,PASS,[2019],[2019],
PAIR_2019_West_NH: region identity,PASS,['West_NH'],['West_NH'],
PAIR_2019_West_NH: parseable dates,PASS,0,0,
PAIR_2019_West_NH: date.year == year,PASS,0,0,
PAIR_2019_West_NH: pair-key identity,PASS,['2019|West_NH'],"['2019_West_NH', '2019|West_NH', 'PAIR_2019_West_NH']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2019_West_NH: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2019_West_NH: target NaN,PASS,0,0,
PAIR_2019_West_NH: target finite,PASS,0,0,
PAIR_2019_West_NH: stored feature width,PASS,651,651,
PAIR_2019_West_NH: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2019_West_NH: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2019_West_NH: no target-derived feature names,PASS,[],[],
PAIR_2019_West_NH: lag1 feature count,PASS,73,73,
PAIR_2019_West_NH: rolling feature count,PASS,438,438,
PAIR_2019_West_NH: total temporal derivatives,PASS,511,511,
PAIR_2019_West_NH: infinite feature values,PASS,0,0,
PAIR_2019_West_NH: raw feature NaN cells,WARN,117146,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2019_West_NH: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2019_West_NH: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2019_West_SW: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2019_West_SW: year identity,PASS,[2019],[2019],
PAIR_2019_West_SW: region identity,PASS,['West_SW'],['West_SW'],
PAIR_2019_West_SW: parseable dates,PASS,0,0,
PAIR_2019_West_SW: date.year == year,PASS,0,0,
PAIR_2019_West_SW: pair-key identity,PASS,['2019|West_SW'],"['2019_West_SW', '2019|West_SW', 'PAIR_2019_West_SW']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2019_West_SW: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2019_West_SW: target NaN,PASS,0,0,
PAIR_2019_West_SW: target finite,PASS,0,0,
PAIR_2019_West_SW: stored feature width,PASS,651,651,
PAIR_2019_West_SW: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2019_West_SW: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2019_West_SW: no target-derived feature names,PASS,[],[],
PAIR_2019_West_SW: lag1 feature count,PASS,73,73,
PAIR_2019_West_SW: rolling feature count,PASS,438,438,
PAIR_2019_West_SW: total temporal derivatives,PASS,511,511,
PAIR_2019_West_SW: infinite feature values,PASS,0,0,
PAIR_2019_West_SW: raw feature NaN cells,WARN,225136,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2019_West_SW: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2019_West_SW: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2020_Central: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2020_Central: year identity,PASS,[2020],[2020],
PAIR_2020_Central: region identity,PASS,['Central'],['Central'],
PAIR_2020_Central: parseable dates,PASS,0,0,
PAIR_2020_Central: date.year == year,PASS,0,0,
PAIR_2020_Central: pair-key identity,PASS,['2020|Central'],"['2020_Central', '2020|Central', 'PAIR_2020_Central']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2020_Central: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2020_Central: target NaN,PASS,0,0,
PAIR_2020_Central: target finite,PASS,0,0,
PAIR_2020_Central: stored feature width,PASS,651,651,
PAIR_2020_Central: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2020_Central: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2020_Central: no target-derived feature names,PASS,[],[],
PAIR_2020_Central: lag1 feature count,PASS,73,73,
PAIR_2020_Central: rolling feature count,PASS,438,438,
PAIR_2020_Central: total temporal derivatives,PASS,511,511,
PAIR_2020_Central: infinite feature values,PASS,0,0,
PAIR_2020_Central: raw feature NaN cells,WARN,27705,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2020_Central: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2020_Central: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2020_East: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2020_East: year identity,PASS,[2020],[2020],
PAIR_2020_East: region identity,PASS,['East'],['East'],
PAIR_2020_East: parseable dates,PASS,0,0,
PAIR_2020_East: date.year == year,PASS,0,0,
PAIR_2020_East: pair-key identity,PASS,['2020|East'],"['2020_East', '2020|East', 'PAIR_2020_East']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2020_East: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2020_East: target NaN,PASS,0,0,
PAIR_2020_East: target finite,PASS,0,0,
PAIR_2020_East: stored feature width,PASS,651,651,
PAIR_2020_East: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2020_East: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2020_East: no target-derived feature names,PASS,[],[],
PAIR_2020_East: lag1 feature count,PASS,73,73,
PAIR_2020_East: rolling feature count,PASS,438,438,
PAIR_2020_East: total temporal derivatives,PASS,511,511,
PAIR_2020_East: infinite feature values,PASS,0,0,
PAIR_2020_East: raw feature NaN cells,WARN,25423,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2020_East: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2020_East: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2020_North: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2020_North: year identity,PASS,[2020],[2020],
PAIR_2020_North: region identity,PASS,['North'],['North'],
PAIR_2020_North: parseable dates,PASS,0,0,
PAIR_2020_North: date.year == year,PASS,0,0,
PAIR_2020_North: pair-key identity,PASS,['2020|North'],"['2020_North', '2020|North', 'PAIR_2020_North']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2020_North: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2020_North: target NaN,PASS,0,0,
PAIR_2020_North: target finite,PASS,0,0,
PAIR_2020_North: stored feature width,PASS,651,651,
PAIR_2020_North: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2020_North: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2020_North: no target-derived feature names,PASS,[],[],
PAIR_2020_North: lag1 feature count,PASS,73,73,
PAIR_2020_North: rolling feature count,PASS,438,438,
PAIR_2020_North: total temporal derivatives,PASS,511,511,
PAIR_2020_North: infinite feature values,PASS,0,0,
PAIR_2020_North: raw feature NaN cells,WARN,76317,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2020_North: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2020_North: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2020_Toronto: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2020_Toronto: year identity,PASS,[2020],[2020],
PAIR_2020_Toronto: region identity,PASS,['Toronto'],['Toronto'],
PAIR_2020_Toronto: parseable dates,PASS,0,0,
PAIR_2020_Toronto: date.year == year,PASS,0,0,
PAIR_2020_Toronto: pair-key identity,PASS,['2020|Toronto'],"['2020_Toronto', '2020|Toronto', 'PAIR_2020_Toronto']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2020_Toronto: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2020_Toronto: target NaN,PASS,0,0,
PAIR_2020_Toronto: target finite,PASS,0,0,
PAIR_2020_Toronto: stored feature width,PASS,651,651,
PAIR_2020_Toronto: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2020_Toronto: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2020_Toronto: no target-derived feature names,PASS,[],[],
PAIR_2020_Toronto: lag1 feature count,PASS,73,73,
PAIR_2020_Toronto: rolling feature count,PASS,438,438,
PAIR_2020_Toronto: total temporal derivatives,PASS,511,511,
PAIR_2020_Toronto: infinite feature values,PASS,0,0,
PAIR_2020_Toronto: raw feature NaN cells,WARN,14118,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2020_Toronto: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2020_Toronto: constant/all-NaN features,WARN,"['ca_lc_lc_majority_class', 'burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2020_West_NH: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2020_West_NH: year identity,PASS,[2020],[2020],
PAIR_2020_West_NH: region identity,PASS,['West_NH'],['West_NH'],
PAIR_2020_West_NH: parseable dates,PASS,0,0,
PAIR_2020_West_NH: date.year == year,PASS,0,0,
PAIR_2020_West_NH: pair-key identity,PASS,['2020|West_NH'],"['2020_West_NH', '2020|West_NH', 'PAIR_2020_West_NH']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2020_West_NH: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2020_West_NH: target NaN,PASS,0,0,
PAIR_2020_West_NH: target finite,PASS,0,0,
PAIR_2020_West_NH: stored feature width,PASS,651,651,
PAIR_2020_West_NH: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2020_West_NH: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2020_West_NH: no target-derived feature names,PASS,[],[],
PAIR_2020_West_NH: lag1 feature count,PASS,73,73,
PAIR_2020_West_NH: rolling feature count,PASS,438,438,
PAIR_2020_West_NH: total temporal derivatives,PASS,511,511,
PAIR_2020_West_NH: infinite feature values,PASS,0,0,
PAIR_2020_West_NH: raw feature NaN cells,WARN,115643,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2020_West_NH: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2020_West_NH: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2020_West_SW: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2020_West_SW: year identity,PASS,[2020],[2020],
PAIR_2020_West_SW: region identity,PASS,['West_SW'],['West_SW'],
PAIR_2020_West_SW: parseable dates,PASS,0,0,
PAIR_2020_West_SW: date.year == year,PASS,0,0,
PAIR_2020_West_SW: pair-key identity,PASS,['2020|West_SW'],"['2020_West_SW', '2020|West_SW', 'PAIR_2020_West_SW']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2020_West_SW: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2020_West_SW: target NaN,PASS,0,0,
PAIR_2020_West_SW: target finite,PASS,0,0,
PAIR_2020_West_SW: stored feature width,PASS,651,651,
PAIR_2020_West_SW: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2020_West_SW: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2020_West_SW: no target-derived feature names,PASS,[],[],
PAIR_2020_West_SW: lag1 feature count,PASS,73,73,
PAIR_2020_West_SW: rolling feature count,PASS,438,438,
PAIR_2020_West_SW: total temporal derivatives,PASS,511,511,
PAIR_2020_West_SW: infinite feature values,PASS,0,0,
PAIR_2020_West_SW: raw feature NaN cells,WARN,221564,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2020_West_SW: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2020_West_SW: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2021_Central: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2021_Central: year identity,PASS,[2021],[2021],
PAIR_2021_Central: region identity,PASS,['Central'],['Central'],
PAIR_2021_Central: parseable dates,PASS,0,0,
PAIR_2021_Central: date.year == year,PASS,0,0,
PAIR_2021_Central: pair-key identity,PASS,['2021|Central'],"['2021_Central', '2021|Central', 'PAIR_2021_Central']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2021_Central: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2021_Central: target NaN,PASS,0,0,
PAIR_2021_Central: target finite,PASS,0,0,
PAIR_2021_Central: stored feature width,PASS,651,651,
PAIR_2021_Central: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2021_Central: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2021_Central: no target-derived feature names,PASS,[],[],
PAIR_2021_Central: lag1 feature count,PASS,73,73,
PAIR_2021_Central: rolling feature count,PASS,438,438,
PAIR_2021_Central: total temporal derivatives,PASS,511,511,
PAIR_2021_Central: infinite feature values,PASS,0,0,
PAIR_2021_Central: raw feature NaN cells,WARN,27762,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2021_Central: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2021_Central: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2021_East: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2021_East: year identity,PASS,[2021],[2021],
PAIR_2021_East: region identity,PASS,['East'],['East'],
PAIR_2021_East: parseable dates,PASS,0,0,
PAIR_2021_East: date.year == year,PASS,0,0,
PAIR_2021_East: pair-key identity,PASS,['2021|East'],"['2021_East', '2021|East', 'PAIR_2021_East']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2021_East: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2021_East: target NaN,PASS,0,0,
PAIR_2021_East: target finite,PASS,0,0,
PAIR_2021_East: stored feature width,PASS,651,651,
PAIR_2021_East: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2021_East: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2021_East: no target-derived feature names,PASS,[],[],
PAIR_2021_East: lag1 feature count,PASS,73,73,
PAIR_2021_East: rolling feature count,PASS,438,438,
PAIR_2021_East: total temporal derivatives,PASS,511,511,
PAIR_2021_East: infinite feature values,PASS,0,0,
PAIR_2021_East: raw feature NaN cells,WARN,25658,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2021_East: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2021_East: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2021_North: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2021_North: year identity,PASS,[2021],[2021],
PAIR_2021_North: region identity,PASS,['North'],['North'],
PAIR_2021_North: parseable dates,PASS,0,0,
PAIR_2021_North: date.year == year,PASS,0,0,
PAIR_2021_North: pair-key identity,PASS,['2021|North'],"['2021_North', '2021|North', 'PAIR_2021_North']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2021_North: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2021_North: target NaN,PASS,0,0,
PAIR_2021_North: target finite,PASS,0,0,
PAIR_2021_North: stored feature width,PASS,651,651,
PAIR_2021_North: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2021_North: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2021_North: no target-derived feature names,PASS,[],[],
PAIR_2021_North: lag1 feature count,PASS,73,73,
PAIR_2021_North: rolling feature count,PASS,438,438,
PAIR_2021_North: total temporal derivatives,PASS,511,511,
PAIR_2021_North: infinite feature values,PASS,0,0,
PAIR_2021_North: raw feature NaN cells,WARN,75303,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2021_North: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2021_North: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2021_Toronto: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2021_Toronto: year identity,PASS,[2021],[2021],
PAIR_2021_Toronto: region identity,PASS,['Toronto'],['Toronto'],
PAIR_2021_Toronto: parseable dates,PASS,0,0,
PAIR_2021_Toronto: date.year == year,PASS,0,0,
PAIR_2021_Toronto: pair-key identity,PASS,['2021|Toronto'],"['2021_Toronto', '2021|Toronto', 'PAIR_2021_Toronto']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2021_Toronto: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2021_Toronto: target NaN,PASS,0,0,
PAIR_2021_Toronto: target finite,PASS,0,0,
PAIR_2021_Toronto: stored feature width,PASS,651,651,
PAIR_2021_Toronto: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2021_Toronto: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2021_Toronto: no target-derived feature names,PASS,[],[],
PAIR_2021_Toronto: lag1 feature count,PASS,73,73,
PAIR_2021_Toronto: rolling feature count,PASS,438,438,
PAIR_2021_Toronto: total temporal derivatives,PASS,511,511,
PAIR_2021_Toronto: infinite feature values,PASS,0,0,
PAIR_2021_Toronto: raw feature NaN cells,WARN,13825,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2021_Toronto: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2021_Toronto: constant/all-NaN features,WARN,"['ca_lc_lc_majority_class', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2021_West_NH: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2021_West_NH: year identity,PASS,[2021],[2021],
PAIR_2021_West_NH: region identity,PASS,['West_NH'],['West_NH'],
PAIR_2021_West_NH: parseable dates,PASS,0,0,
PAIR_2021_West_NH: date.year == year,PASS,0,0,
PAIR_2021_West_NH: pair-key identity,PASS,['2021|West_NH'],"['2021_West_NH', '2021|West_NH', 'PAIR_2021_West_NH']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2021_West_NH: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2021_West_NH: target NaN,PASS,0,0,
PAIR_2021_West_NH: target finite,PASS,0,0,
PAIR_2021_West_NH: stored feature width,PASS,651,651,
PAIR_2021_West_NH: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2021_West_NH: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2021_West_NH: no target-derived feature names,PASS,[],[],
PAIR_2021_West_NH: lag1 feature count,PASS,73,73,
PAIR_2021_West_NH: rolling feature count,PASS,438,438,
PAIR_2021_West_NH: total temporal derivatives,PASS,511,511,
PAIR_2021_West_NH: infinite feature values,PASS,0,0,
PAIR_2021_West_NH: raw feature NaN cells,WARN,114937,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2021_West_NH: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2021_West_NH: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2021_West_SW: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2021_West_SW: year identity,PASS,[2021],[2021],
PAIR_2021_West_SW: region identity,PASS,['West_SW'],['West_SW'],
PAIR_2021_West_SW: parseable dates,PASS,0,0,
PAIR_2021_West_SW: date.year == year,PASS,0,0,
PAIR_2021_West_SW: pair-key identity,PASS,['2021|West_SW'],"['2021_West_SW', '2021|West_SW', 'PAIR_2021_West_SW']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2021_West_SW: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2021_West_SW: target NaN,PASS,0,0,
PAIR_2021_West_SW: target finite,PASS,0,0,
PAIR_2021_West_SW: stored feature width,PASS,651,651,
PAIR_2021_West_SW: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2021_West_SW: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2021_West_SW: no target-derived feature names,PASS,[],[],
